ID,Player,Team,Position,RkOv,Status,Age,Opponent,Score,%D,ADP,Ros,IP,QS,SV,HLD,K,ERA,WHIP,GP
*04eqw*,Isaac Mattson,PIT,RP,1323,FA,29,@MIA Thu 1:10PM,10.23,0%,-,0%,17,0,0,0,19,4.24,1.471,10
*04efr*,Freddy Tarnok,MIA,"SP,RP",1325,FA,26,PIT Thu 1:10PM,10.15,0%,-,4%,22,0,0,0,17,5.73,1.727,8
*04oc6*,Jhonathan Diaz,SEA,RP,1326,FA,28,ATH Thu 7:10PM,10.15,0%,-,1%,19,0,0,0,16,4.74,1.526,13
*02n9l*,Dietrich Enns,DET,SP,1327,FA,33,@LAD Thu 4:10PM,10.08,0%,-,0%,33,0,0,0,22,7.64,1.909,33
*05y17*,Logan Gillaspie,SD,RP,1329,FA,27,ATL Thu 1:10PM,10.04,0%,-,1%,18,0,0,0,14,4.5,1.389,17
*05ss8*,Luis Contreras,HOU,SP,1333,FA,28,NYM Thu 1:10PM,9.91,0%,-,1%,19,0,0,0,21,3.79,1.263,16
*051ui*,Jacob Lopez,ATH,SP,1339,FA,26,@SEA Thu 7:10PM,9.71,0%,-,5%,23,0,0,0,22,5.09,1.478,12
*041g5*,Elvis Alvarado,ATH,RP,1340,FA,26,@SEA Thu 7:10PM,9.67,0%,-,1%,18,0,0,0,20,4.5,1.667,18
*05it9*,Yosver Zulueta,CIN,"SP,RP",1348,FA,27,SF Thu 1:10PM,9.42,0%,-,5%,22,0,0,0,23,4.5,1.591,16
*051ae*,Zac Kristofak,(N/A),"SP,RP",1349,FA,27,,9.41,0%,-,0%,17,0,0,0,11,4.24,1.412,9
*0516x*,Brent Headrick,NYY,SP,1350,FA,27,MIL Thu 12:05PM,9.4,0%,-,1%,22,0,0,0,24,5.32,1.409,11
*06b5v*,Samuel Peralta,(N/A),"SP,RP",1352,FA,26,,9.4,0%,-,0%,18,0,0,0,17,5,1.5,12
*05lg4*,Carson Ragsdale,SF,SP,1355,FA,26,@CIN Thu 1:10PM,9.33,0%,-,2%,18,2,0,0,19,4.5,1.389,4
*05wy3*,Royber Salinas,ATL,SP,1360,FA,23,@SD Thu 1:10PM,9.08,0%,-,8%,24,0,0,0,25,5.25,1.833,24
*04puc*,Bennett Sousa,HOU,RP,1366,FA,29,NYM Thu 1:10PM,8.93,0%,-,1%,14,0,0,0,15,3.86,1.214,14
*0519c*,Orlando Ribalta,WSH,RP,1368,FA,27,PHI Thu 1:05PM,8.89,0%,-,0%,17,0,0,0,19,4.76,1.588,20
*041qq*,Jon Duplantier,(N/A),"SP,RP",1369,FA,30,,8.83,0%,-,1%,18,0,0,0,19,5,1.722,21
*04rhl*,Carlos Vargas,SEA,SP,1370,FA,25,ATH Thu 7:10PM,8.81,0%,-,2%,21,0,0,0,15,4.29,1.429,22
*05jqk*,Carson Seymour,SF,SP,1371,FA,26,@CIN Thu 1:10PM,8.76,0%,-,3%,19,2,0,0,16,4.74,1.526,4
*0427a*,Casey Legumina,SEA,SP,1380,FA,27,ATH Thu 7:10PM,8.64,0%,-,1%,21,0,0,0,18,4.71,1.429,16
*041ue*,Nick Hernandez,HOU,"SP,RP",1381,FA,30,NYM Thu 1:10PM,8.59,0%,-,0%,18,0,0,0,21,4,1.333,11
*06488*,Steven Zobac,KC,SP,1393,FA,24,CLE Thu 1:10PM,8.38,0%,-,13%,14,2,0,0,12,3.21,1.214,3
*02nbw*,Tejay Antone,CIN,RP,1395,FA,31,SF Thu 1:10PM,8.37,0%,-,2%,16,0,0,0,13,4.5,1.438,24
*050s3*,Blake Walston,ARI,SP,1396,FA,23,CHC Thu 7:10PM,8.37,0%,-,14%,23,0,0,0,20,5.48,1.609,12
*041s4*,Lake Bachar,MIA,"SP,RP",1401,FA,29,PIT Thu 1:10PM,8.27,0%,-,0%,17,0,0,4,16,5.29,1.588,18
*04ejq*,Zach Logue,(N/A),RP,1412,FA,28,,8.07,0%,-,0%,17,0,0,0,13,5.29,1.471,8
*04xne*,Yoendrys Gomez,NYY,SP,1414,FA,25,MIL Thu 12:05PM,8.01,0%,-,5%,21,0,0,0,19,5.14,1.476,9
*04pre*,Thaddeus Ward,BAL,SP,1422,FA,28,@TOR Thu 12:07PM,7.84,0%,-,3%,21,0,0,0,19,4.71,1.667,15
*05wxw*,Gordon Graceffo,STL,RP,1423,FA,24,MIN Thu 1:15PM,7.82,0%,-,21%,19,0,0,0,13,5.68,1.737,4
*062sf*,Ryan Loutos,STL,RP,1424,FA,26,MIN Thu 1:15PM,7.8,0%,-,1%,16,0,0,0,13,4.5,1.563,21
*05tpz*,Ky Bush,CHW,SP,1426,FA,25,LAA Thu 1:10PM,7.71,0%,-,10%,18,2,0,0,13,5,1.556,4
*0506h*,Randy Dobnak,MIN,SP,1428,FA,30,@STL Thu 1:15PM,7.67,0%,-,1%,19,0,0,0,15,4.26,1.421,10
*051dw*,Brandon Eisert,CHW,"SP,RP",1433,FA,27,LAA Thu 1:10PM,7.51,0%,-,0%,18,0,0,0,17,4.5,1.278,8
*041uv*,Jesse Scholtens,CHW,"SP,RP",1436,FA,30,LAA Thu 1:10PM,7.46,0%,-,1%,15,1,0,0,12,5.4,1.467,3
*0514j*,Gavin Hollowell,CHC,RP,1441,FA,27,@ARI Thu 7:10PM,7.31,0%,-,1%,14,0,0,0,17,4.5,1.429,11
*06fuv*,Zach Penrod,BOS,SP,1447,FA,27,@TEX Thu 1:05PM,7.15,0%,-,2%,18,0,0,0,22,4.5,1.556,32
*031ce*,Thomas Pannone,MIL,SP,1448,FA,30,@NYY Thu 12:05PM,7.14,0%,-,1%,16,1,0,0,15,4.5,1.313,3
*041rm*,Sean Reynolds,SD,RP,1459,FA,26,ATL Thu 1:10PM,6.7,0%,-,4%,14,0,0,0,16,4.5,1.571,11
*03qra*,Nicholas Padilla,PHI,RP,1461,FA,28,@WSH Thu 1:05PM,6.63,0%,-,0%,14,0,0,0,14,4.5,1.5,14
*05ita*,Cristian Mena,ARI,RP,1462,FA,22,CHC Thu 7:10PM,6.59,0%,-,13%,17,0,0,0,15,5.82,1.765,14
*04yte*,Jackson Rutledge,WSH,SP,1463,FA,25,PHI Thu 1:05PM,6.55,0%,-,12%,20,0,0,0,17,5.4,1.65,11
*04ej3*,Riley O'Brien,STL,"SP,RP",1466,FA,30,MIN Thu 1:15PM,6.47,0%,-,2%,17,0,0,0,15,4.24,1.412,17
*0423z*,John McMillon,PHI,RP,1475,FA,27,@WSH Thu 1:05PM,6.02,0%,-,5%,16,0,0,0,17,6.19,1.875,14
*04ywo*,Joan Adon,WSH,SP,1477,FA,26,PHI Thu 1:05PM,5.9,0%,-,2%,19,0,0,0,14,5.21,1.632,16
*04ppt*,Adam Kloffenstein,TOR,SP,1478,FA,24,BAL Thu 12:07PM,5.86,0%,-,7%,19,0,0,0,13,5.21,1.579,19
*041m3*,Forrest Whitley,HOU,SP,1481,FA,27,NYM Thu 1:10PM,5.75,0%,-,16%,16,0,0,0,19,5.63,1.625,14
*04pmg*,Jonathan Bowlan,KC,SP,1482,FA,28,CLE Thu 1:10PM,5.61,0%,-,2%,16,0,0,0,13,4.5,1.375,16
*03qkc*,Drew Smith,NYM,RP,1489,FA,31,@HOU Thu 1:10PM,5.02,0%,-,2%,10,0,0,0,10,3.6,1.3,11
*04pmo*,Lyon Richardson,CIN,SP,1491,FA,25,SF Thu 1:10PM,4.91,0%,-,4%,13,1,0,0,10,5.54,1.692,3
*03poo*,Peter Lambert,(N/A),"SP,RP",1496,FA,27,,4.69,0%,-,2%,14,0,0,0,12,5.14,1.429,7
*0517a*,Anthony Veneziano,MIA,"SP,RP",1499,FA,27,PIT Thu 1:10PM,4.66,0%,-,1%,15,0,0,0,12,5.4,1.6,13
*04psq*,Andrew Wantz,TB,RP,1500,FA,29,,4.63,0%,-,1%,10,0,0,0,11,4.5,1.4,8
*04eeq*,Michael Mercado,PHI,SP,1501,FA,25,@WSH Thu 1:05PM,4.63,0%,-,4%,16,0,0,0,12,5.63,1.75,8
*05gwt*,Jake Eder,CHW,SP,1502,FA,26,LAA Thu 1:10PM,4.61,0%,-,15%,16,0,0,0,14,6.19,1.813,8
*05jrb*,Victor Mederos,LAA,SP,1504,FA,23,@CHW Thu 1:10PM,4.49,0%,-,1%,16,0,0,0,11,5.63,1.75,13
*0511t*,Seth Johnson,PHI,SP,1505,FA,26,@WSH Thu 1:05PM,4.44,0%,-,9%,14,0,0,0,10,4.5,1.571,13
*05yae*,Evan Justice,COL,SP,1506,FA,26,,4.39,0%,-,1%,16,0,0,0,15,7.31,2.5,22
*01viz*,Fernando Abad,(N/A),RP,1553,FA,39,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ef6*,Cory Abbott,(N/A),"SP,RP",1554,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05jp8*,Kevin Abel,CIN,SP,1556,FA,26,SF Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06cme*,Ben Abeldt,(N/A),RP,1558,FA,21,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r0a*,Blane Abeyta,ATL,SP,1561,FA,26,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uab*,Philip Abner,ARI,SP,1562,FA,22,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y70*,Alaska Abney,CLE,RP,1563,FA,24,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03do5*,Gio Abreu,TEX,RP,1565,FA,30,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*067y5*,Wandy Abreu,BOS,RP,1571,FA,22,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*000vh*,Winston Abreu,(N/A),SP,1574,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03bam*,Domingo Acevedo,(N/A),RP,1577,FA,31,,0,0%,-,1%,0,0,0,0,0,0,0,0
*064vq*,Josmar Acevedo,SD,SP,1580,FA,21,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qsv*,Cohen Achen,BAL,SP,1582,FA,23,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qv6*,Nate Ackenhausen,KC,SP,1583,FA,23,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051hu*,Dane Acker,TEX,"SP,RP",1584,FA,25,BOS Thu 1:05PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*06fhz*,Adrian Acosta,LAA,SP,1585,FA,19,@CHW Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*04nr0*,Aldry Acosta,(N/A),RP,1587,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04c0s*,Daison Acosta,WSH,RP,1589,FA,26,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05ybh*,Garrett Acton,TB,RP,1594,FA,26,,0,0%,-,1%,0,0,0,0,0,0,0,0
*06gy8*,Samuel Acuna,TOR,SP,1598,FA,19,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*061o6*,Freisis Adames,(N/A),SP,1602,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mgf*,Jose Adames,BOS,RP,1603,FA,32,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*065jb*,Joe Adametz,DET,SP,1605,FA,25,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066jy*,Mark Adamiak,ATH,SP,1606,FA,24,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*065nn*,Blake Adams,COL,SP,1607,FA,24,,0,0%,-,1%,0,0,0,0,0,0,0,0
*03qle*,Chance Adams,(N/A),RP,1610,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06af9*,Gavin Adams,PIT,RP,1611,FA,22,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06657*,Mason Adams,CHW,SP,1613,FA,25,LAA Thu 1:10PM,0,0%,-,8%,0,0,0,0,0,0,0,0
*03d77*,Spencer Adams,(N/A),SP,1616,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05ybe*,Travis Adams,MIN,SP,1617,FA,25,@STL Thu 1:15PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*02hnt*,Zak Adams,TOR,"SP,RP",1619,FA,32,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06dql*,Zane Adams,(N/A),SP,1620,FA,20,,0,0%,-,0%,0,0,0,0,0,0,0,0
*041re*,Brett Adcock,HOU,"SP,RP",1623,FA,29,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hve*,Cody Adcock,CIN,SP,1624,FA,22,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0516e*,Ty Adcock,NYM,RP,1625,FA,28,@HOU Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*029uw*,Nick Additon,STL,SP,1627,FA,37,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ht8*,Zac Addkison,SD,SP,1628,FA,22,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02n8s*,Hunter Adkins,MIL,"SP,RP",1629,FA,34,@NYY Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06483*,Eric Adler,CHW,RP,1631,FA,24,LAA Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*04ahv*,Melvin Adon,(N/A),RP,1634,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04esg*,Josh Advocate,TEX,"SP,RP",1637,FA,31,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*061tg*,Elbis Afanador,(N/A),SP,1639,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06cq5*,Matt Ager,PIT,"SP,RP",1640,FA,21,@MIA Thu 1:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*031h7*,Sam Agnew-Wieland,NYY,"SP,RP",1641,FA,32,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02mxd*,Martin Agosta,SF,"SP,RP",1643,FA,33,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05rhq*,Gabriel Agostini,WSH,SP,1644,FA,20,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dr1*,Edrick Agosto,TB,"SP,RP",1645,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*025k9*,Kenedy Agramonte,NYY,SP,1646,FA,34,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03z9y*,Dario Agrazal,(N/A),SP,1647,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06cqu*,Ismael Agreda,TEX,SP,1648,FA,21,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*026qg*,Geison Aguasviva,LAD,RP,1649,FA,37,DET Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qzm*,Erlin Aguero,CIN,SP,1651,FA,20,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yg3*,Julian Aguiar,CIN,SP,1653,FA,23,SF Thu 1:10PM,0,0%,-,10%,0,0,0,0,0,0,0,0
*04gs5*,Maikel Aguiar,CHC,SP,1654,FA,28,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hn3*,Cesar Aguilar,STL,"SP,RP",1658,FA,32,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05yfg*,Clay Aguilar,NYY,SP,1659,FA,25,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hwa*,Luis Aguilar,HOU,SP,1661,FA,20,NYM Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05uk2*,Miguel Aguilar,ARI,RP,1662,FA,33,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qyb*,Dony Aguilera,CIN,SP,1666,FA,18,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05ud8*,Gabriel Aguilera,CIN,SP,1668,FA,24,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y7j*,Robby Ahlstrom,TEX,RP,1672,FA,25,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03b0p*,Brady Aiken,(N/A),SP,1677,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06pgr*,Blake Aita,BOS,SP,1679,FA,21,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q0l*,Cole Aker,STL,"SP,RP",1681,FA,28,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02juf*,R.J. Alaniz,ATL,RP,1684,FA,33,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03o40*,Tomas Alastre,(N/A),SP,1687,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0665o*,Max Alba,DET,RP,1688,FA,25,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05rh5*,Alexander Alberto,TB,RP,1690,FA,23,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dsk*,Zach Albin,BAL,"SP,RP",1693,FA,31,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05tb4*,Luke Albright,ARI,SP,1695,FA,25,CHC Thu 7:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*05xo6*,Mason Albright,COL,SP,1696,FA,22,,0,0%,-,1%,0,0,0,0,0,0,0,0
*06ooc*,Dash Albus,KC,SP,1697,FA,22,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06l0s*,Damian Alcala,TB,SP,1698,FA,19,,0,0%,-,0%,0,0,0,0,0,0,0,0
*060oe*,Eliander Alcalde,TOR,SP,1701,FA,21,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0554y*,Adrian Alcantara,KC,SP,1702,FA,25,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r3a*,Jhon Alcantara,BOS,SP,1707,FA,19,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ala*,Nichel Alcantara,BAL,SP,1710,FA,28,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*028dz*,Raul Alcantara,BAL,SP,1712,FA,32,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060fv*,Raul Alcantara,SEA,SP,1713,FA,24,ATH Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02yo6*,Victor Alcantara,(N/A),RP,1715,FA,31,,0,0%,-,0%,0,0,0,0,0,0,0,0
*05r6k*,Austin Aldeano,CLE,SP,1717,FA,0,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*01cfu*,Tim Alderson,PIT,SP,1719,FA,36,@MIA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05geb*,Pablo Aldonis,WSH,SP,1720,FA,22,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060uj*,Jack Aldrich,(N/A),RP,1722,FA,25,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04aw8*,Luis Alecis,CIN,SP,1724,FA,27,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05aof*,Delvis Alegre,MIA,SP,1725,FA,24,PIT Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*068z4*,Jerson Alejandro,NYY,SP,1726,FA,19,MIL Thu 12:05PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06o13*,Frailin Alejo,CHC,SP,1727,FA,18,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qov*,Bryce Alewine,DET,SP,1732,FA,20,@LAD Thu 4:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05xze*,Jason Alexander,ATH,SP,1733,FA,32,@SEA Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q6a*,Nathan Alexander,(N/A),RP,1735,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*0429o*,A.J. Alexy,(N/A),SP,1736,FA,26,,0,0%,-,1%,0,0,0,0,0,0,0,0
*03apr*,Lewis Alezones,PHI,SP,1737,FA,29,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rpa*,Peyton Alford,(N/A),RP,1747,FA,27,,0,0%,-,0%,0,0,0,0,0,0,0,0
*03asf*,Brandon Alger,SD,RP,1748,FA,33,ATL Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04yi7*,Matt Allan,NYM,SP,1751,FA,23,@HOU Thu 1:10PM,0,0%,-,9%,0,0,0,0,0,0,0,0
*04q67*,Cam Alldred,(N/A),SP,1752,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hpq*,Brandon Allen,SF,"SP,RP",1756,FA,33,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q2f*,Chris Allen,CHC,"SP,RP",1758,FA,26,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02ho1*,Cody Allen,(N/A),RP,1759,FA,36,,0,0%,-,0%,0,0,0,0,0,0,0,0
*01sru*,Kyle Allen,NYM,SP,1763,FA,35,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03qnb*,Logan Allen,(N/A),RP,1764,FA,27,,0,0%,-,1%,0,0,0,0,0,0,0,0
*026k7*,Scottie Allen,NYY,SP,1766,FA,33,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04pwd*,Nick Allgeyer,(N/A),"SP,RP",1772,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04er3*,Tanner Allison,ATL,"SP,RP",1776,FA,29,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06oo0*,Chase Allsup,BAL,SP,1777,FA,21,@TOR Thu 12:07PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*0152c*,Carlos Almanzar,BOS,"SP,RP",1779,FA,0,@TEX Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*051h8*,Elian Almanzar,CHC,"SP,RP",1780,FA,25,@ARI Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03c7y*,Jose Almarante,STL,RP,1782,FA,36,MIN Thu 1:15PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04ao6*,Adrian Almeida,NYM,RP,1784,FA,30,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qzn*,Jhan Almeida,CIN,SP,1785,FA,19,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04133*,Diogenes Almengo,(N/A),SP,1786,FA,29,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06ky7*,Alexander Almonte,NYY,SP,1789,FA,18,MIL Thu 12:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*05y3w*,Brayan Almonte,CIN,SP,1791,FA,23,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*064wf*,Genderson Almonte,ATL,SP,1793,FA,21,@SD Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02778*,Yohan Almonte,NYM,SP,1798,FA,35,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*060yv*,Garvin Alston,WSH,RP,1807,FA,27,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03dec*,Dan Altavilla,CHW,RP,1809,FA,32,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*066do*,Nick Altermatt,CHW,SP,1810,FA,25,LAA Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*040q1*,Cristian Alvarado,(N/A),SP,1815,FA,30,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06qxe*,Jose Alvarado,TEX,SP,1818,FA,19,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04emd*,Luis Alvarado,(N/A),"SP,RP",1819,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*060u3*,Andrew Alvarez,WSH,SP,1821,FA,25,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06r9q*,Carlos Alvarez,SD,SP,1822,FA,17,ATL Thu 1:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*05ybn*,Cesar Alvarez,BAL,SP,1823,FA,22,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*040zm*,Daniel Alvarez,(N/A),SP,1824,FA,28,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06kj3*,Frank Alvarez,(N/A),RP,1828,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*04si4*,Jhosmer Alvarez,ARI,SP,1830,FA,23,CHC Thu 7:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*021hr*,Jose Alvarez,(N/A),RP,1831,FA,35,,0,0%,-,0%,0,0,0,0,0,0,0,0
*06m7y*,Luis Alvarez,NYM,SP,1833,FA,21,@HOU Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0642j*,Manuel Alvarez,CLE,RP,1834,FA,29,@KC Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03zf6*,Matt Alvarez,KC,RP,1835,FA,34,CLE Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*04q53*,Nelson Alvarez,PHI,RP,1836,FA,26,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*02mxt*,R.J. Alvarez,(N/A),RP,1837,FA,33,,0,0%,-,0%,0,0,0,0,0,0,0,0
*024m1*,Richard Alvarez,TEX,"SP,RP",1839,FA,32,BOS Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*03mod*,Yadier Alvarez,LAD,SP,1842,FA,28,DET Thu 4:10PM,0,0%,-,1%,0,0,0,0,0,0,0,0
*06akl*,Xavier Alvero,BAL,SP,1844,FA,19,@TOR Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*0669s*,Alex Amalfi,TOR,SP,1848,FA,24,BAL Thu 12:07PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06hsg*,Austin Amaral,WSH,RP,1849,FA,23,PHI Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06rn0*,Juan Amarante,PHI,SP,1852,FA,20,@WSH Thu 1:05PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*042b4*,Anderson Amarista,COL,SP,1853,FA,26,,0,0%,-,0%,0,0,0,0,0,0,0,0
*050ii*,Luis Amaya,SF,RP,1855,FA,26,@CIN Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
*06fz5*,Kyle Amendt,ARI,RP,1858,FA,24,CHC Thu 7:10PM,0,0%,-,2%,0,0,0,0,0,0,0,0
*02bqv*,Jeffrey Ames,TB,"SP,RP",1859,FA,34,,0,0%,-,0%,0,0,0,0,0,0,0,0
*02hif*,Jose Amezcua,CIN,"SP,RP",1861,FA,33,SF Thu 1:10PM,0,0%,-,0%,0,0,0,0,0,0,0,0
