"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","AB","H","R","HR","RBI","SB","OBP","SLG","GP"
"*06ht6*","Jared Thomas","PHI","C","12223","FA","24","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mpb*","Jared Thomas","COL","OF","12224","FA","21","","0","0%","-","14%","0","0","0","0","0","0","0","0","0"
"*066f7*","Jonathan Thomas","WSH","OF","12226","FA","25","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06653*","Rhylan Thomas","SEA","OF","12229","FA","24","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04tlw*","Rylan Thomas","(N/A)","1B","12230","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03763*","Toby Thomas","CHW","SS","12232","FA","31","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qpv*","Jay Thomason","MIN","3B","12234","FA","22","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dhg*","Brandon Thomasson","KC","OF","12235","FA","32","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qth*","Bennett Thompson","CLE","C","12237","FA","22","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03746*","Cory Thompson","CIN","SS","12240","FA","30","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qkf*","David Thompson","(N/A)","3B","12242","FA","31","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r88*","Evan Thompson","(N/A)","OF","12245","FA","14","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06660*","Jake Thompson","MIA","3B","12250","FA","27","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02hb7*","Jason Thompson","BOS","SS","12251","FA","34","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ht9*","Jordan Thompson","LAD","SS","12253","FA","23","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rf8*","Justice Thompson","CIN","OF","12254","FA","24","SF Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*03dgx*","Nick Thompson","STL","OF","12258","FA","32","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05jsc*","Sterlin Thompson","COL","OF","12260","FA","23","","0","0%","-","23%","0","0","0","0","0","0","0","0","0"
"*025ez*","Tony Thompson","ATH","3B","12261","FA","36","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01sb1*","Trayce Thompson","BOS","OF","12262","FA","33","@TEX Thu 1:05PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*03ds5*","Dom Thompson-Williams","(N/A)","OF","12265","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*025f9*","Dickie Joe Thon","TOR","2B,SS,OF","12266","FA","33","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qvm*","Brock Tibbitts","TOR","C","12275","FA","22","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ir*","James Tibbs","SF","OF","12276","FA","22","@CIN Thu 1:10PM","0","0%","-","41%","0","0","0","0","0","0","0","0","0"
"*041qt*","Blake Tiberi","(N/A)","3B","12277","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qxs*","Humberto Tiberi","LAA","C","12278","FA","18","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ywn*","Dylan Tice","STL","2B","12280","FA","32","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hw5*","Josh Tiedemann","NYY","3B","12282","FA","20","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05j6x*","Junior Tilien","DET","2B,3B","12286","FA","22","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02brm*","Charlie Tilson","(N/A)","OF","12291","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06gui*","Johnny Tincher","CLE","C","12295","FA","23","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rh9*","Jeferson Tineo","TEX","SS","12297","FA","21","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051h4*","Trent Tingelstad","SEA","OF","12298","FA","26","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066c0*","Carlos Tirado","PIT","1B","12300","FA","19","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03bqd*","Lucas Tirado","LAD","SS","12301","FA","28","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05xpn*","Riley Tirotta","TOR","1B","12302","FA","26","BAL Thu 12:07PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*02n3p*","Maxx Tissenbaum","SD","SS","12303","FA","33","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051gp*","Jimmy Titus","LAD","SS","12304","FA","27","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02i3f*","Carlos Tocci","(N/A)","OF","12307","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ehq*","Jonah Todd","LAA","OF","12309","FA","29","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04xd7*","Justin Toerner","STL","OF","12313","FA","28","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dv6*","Will Toffey","PHI","3B","12314","FA","30","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pwn*","L.T. Tolbert","ARI","SS","12318","FA","28","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0519u*","Tyler Tolbert","KC","2B,SS,OF","12319","FA","27","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066po*","Francisco Toledo","NYM","C","12321","FA","19","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ms3*","Jeral Toledo","PIT","2B","12322","FA","22","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mvb*","Almen Tolentino","MIA","C","12324","FA","18","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*052ii*","Frank Tolentino","BAL","OF","12325","FA","25","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05h2t*","Milan Tolentino","CLE","3B,SS","12326","FA","23","@KC Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*02hhl*","Andrew Toles","(N/A)","OF","12327","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qmj*","Mitchell Tolman","CLE","2B","12331","FA","30","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yfd*","Tyler Tolve","ATL","C","12333","FA","24","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qlf*","Ka'Ai Tom","(N/A)","OF","12334","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05uc8*","Tucker Toman","TOR","3B","12335","FA","21","BAL Thu 12:07PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*06rfp*","Juan Tomas","CHC","SS","12336","FA","17","@ARI Thu 7:10PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*03an7*","Yasmany Tomas","(N/A)","OF","12337","FA","34","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dsc*","John Tomasovich","CHC","1B,2B,SS","12339","FA","33","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05y4v*","Quade Tomlin","WSH","SS","12344","FA","23","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02n98*","Damek Tomscha","PHI","3B","12345","FA","33","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05unh*","Gavin Tonkel","PHI","OF","12349","FA","22","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qrq*","Marshall Toole","NYY","OF","12350","FA","21","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04b03*","Alejandro Toral","(N/A)","1B","12352","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02zo3*","Cristian Toribio","TB","SS","12353","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04qg4*","Luis Toribio","SF","3B","12354","FA","24","@CIN Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*063dm*","Cristofer Torin","ARI","2B,SS","12356","FA","19","CHC Thu 7:10PM","0","0%","-","8%","0","0","0","0","0","0","0","0","0"
"*06qhe*","Diego Tornes","ATL","OF","12357","FA","16","@SD Thu 1:10PM","0","0%","-","10%","0","0","0","0","0","0","0","0","0"
"*045ks*","Eduardo Torrealba","NYY","SS","12358","FA","25","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r1i*","Osmar Torrealba","CLE","OF","12360","FA","17","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*041sa*","Alexis Torres","BAL","SS","12363","FA","27","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mv1*","Andres Torres","TB","C","12364","FA","17","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hny*","Bryan Torres","STL","2B,OF","12365","FA","27","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rid*","Enry Torres","CIN","C","12368","FA","16","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*061z2*","Erick Torres","KC","OF","12370","FA","20","CLE Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*03bxr*","Franklin Torres","(N/A)","2B","12373","FA","28","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06kv8*","Jason Torres","(N/A)","3B","12374","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04tpy*","Jhon Torres","STL","OF","12376","FA","24","MIN Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0220s*","Jose Torres","MIA","SS","12378","FA","34","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05vyr*","Jose Torres","COL","SS","12379","FA","25","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0642d*","Luis Torres","LAA","1B","12383","FA","21","@CHW Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*062kc*","Marcos Torres","TEX","OF","12384","FA","20","BOS Thu 1:05PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06r4s*","Michael Torres","(N/A)","OF","12385","FA","19","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dbl*","Nick Torres","SD","OF","12386","FA","31","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04b3e*","Nicolas Torres","PHI","2B","12387","FA","25","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c2g*","Rafhlmil Torres","CIN","SS","12389","FA","19","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03a6f*","Ramon Torres","(N/A)","2B,SS","12390","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0518c*","Victor Torres","MIL","C","12392","FA","24","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06kx2*","Wuinder Torres","CLE","C","12394","FA","18","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*025i0*","Ronald Torreyes","(N/A)","3B","12397","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03mhw*","Dian Toscano","ATL","OF","12398","FA","36","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04erg*","Frankie Tostado","WSH","OF","12399","FA","26","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03doy*","Corey Toups","KC","SS","12400","FA","34","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04eop*","Adrian Tovalin","HOU","3B","12402","FA","29","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yhv*","Osvaldo Tovalin","STL","3B","12403","FA","25","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rnc*","Anderson Tovar","COL","OF","12404","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c4t*","Deward Tovar","TEX","OF","12405","FA","18","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rn9*","Jose Tovar","TB","C","12410","FA","19","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mav*","Pedro Tovar","MIL","OF","12411","FA","18","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02i65*","Wilfredo Tovar","(N/A)","SS","12412","FA","33","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mwb*","Yimy Tovar","SD","SS","12413","FA","18","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*031et*","Cal Towey","LAA","1B,3B","12414","FA","35","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yhk*","River Town","KC","OF","12415","FA","25","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qvz*","Kenny Towns","LAA","3B","12416","FA","32","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*025i2*","Tyler Townsend","BAL","1B","12418","FA","36","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qk4*","Blake Trahan","CIN","SS","12420","FA","31","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01u7g*","Justin Trapp","KC","SS","12421","FA","34","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hx3*","Michael Trautwein","CIN","C","12423","FA","25","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02n4v*","Devon Travis","(N/A)","2B","12427","FA","34","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03d73*","Sam Travis","(N/A)","1B","12428","FA","31","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066d1*","Tanner Tredaway","PIT","OF","12429","FA","25","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pzr*","Cesar Trejo","(N/A)","OF","12432","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*065jd*","Caeden Trenkle","ATH","OF","12433","FA","23","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rij*","Luca Tresh","KC","C","12435","FA","25","CLE Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0570r*","Michel Triana","CIN","3B","12438","FA","25","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05wy0*","Carter Trice","CHC","1B","12440","FA","22","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06o0l*","Fenwick Trimble","MIA","OF","12442","FA","22","PIT Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06qjx*","Justin Trimble","HOU","OF","12443","FA","21","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05uwb*","Reed Trimble","BAL","OF","12444","FA","24","@TOR Thu 12:07PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06ifq*","Angel Trinidad","MIN","OF","12445","FA","19","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ifm*","Wilian Trinidad","TB","2B","12447","FA","19","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0312d*","Brandon Trinkwon","LAD","SS","12448","FA","32","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02him*","Jordan Tripp","ATH","OF","12450","FA","35","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ree*","Alberto Triunfel","TEX","SS","12451","FA","31","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0518o*","Ben Troike","TB","SS","12455","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r35*","Deshandro Tromp","PIT","3B","12456","FA","18","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03mpm*","Jiandido Tromp","PHI","OF","12457","FA","31","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0423g*","Stefan Trosclair","STL","1B,2B","12461","FA","30","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05jse*","Tommy Troy","ARI","SS","12462","FA","23","CHC Thu 7:10PM","0","0%","-","44%","0","0","0","0","0","0","0","0","0"
"*0150z*","Chris Truby","(N/A)","3B","12465","FA","0","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066pq*","Kedaur Trujillo","HOU","C","12468","FA","21","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qnw*","Tucker Tubbs","BOS","1B","12472","FA","32","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ah0*","Avery Tuck","DET","OF","12474","FA","27","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05jrj*","Carson Tucker","(N/A)","SS","12477","FA","23","","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*03d6r*","Cole Tucker","(N/A)","3B,OF","12479","FA","28","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0151m*","Michael Tucker","BOS","OF","12480","FA","0","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ho9*","Stanley Tucker","BOS","2B","12481","FA","22","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hit*","Tevin Tucker","COL","SS","12482","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qks*","Colin Tuft","BAL","OF","12483","FA","22","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06q33*","Brendan Tunink","LAD","OF","12490","FA","19","DET Thu 4:10PM","0","0%","-","6%","0","0","0","0","0","0","0","0","0"
"*04pxr*","Doran Turchin","BAL","OF","12492","FA","27","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ju*","Michael Turconi","TOR","2B,SS","12493","FA","25","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dvi*","Casey Turgeon","STL","2B","12494","FA","32","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05y7w*","Gavin Turley","(N/A)","OF","12495","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04vni*","Gionti Turner","(N/A)","2B","12498","FA","24","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066cv*","Michael Turner","CHW","C,1B","12500","FA","26","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0657s*","Tyresse Turner","CLE","SS","12501","FA","25","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06j3i*","Will Turner","BOS","OF","12502","FA","22","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06fv2*","Cole Turney","DET","OF","12503","FA","26","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02buk*","Joe Tuschak","NYM","OF","12505","FA","32","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03d76*","Justin Twine","(N/A)","2B","12506","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04vek*","Raider Uceta","(N/A)","OF","12515","FA","24","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06jfp*","Jhonayker Ugarte","KC","3B","12518","FA","17","CLE Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*062hn*","Ronny Ugarte","COL","1B","12519","FA","20","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06bsf*","Eyke Ugueto","(N/A)","OF","12520","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05x06*","Miguel Ugueto","STL","OF","12521","FA","22","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qms*","Ryan Uhl","SEA","1B","12523","FA","31","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05y65*","Alex Ulloa","(N/A)","SS","12524","FA","22","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06l47*","Hyungchan Um","KC","C","12527","FA","20","CLE Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*03dsi*","Bret Underwood","SF","OF","12529","FA","32","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03115*","Riley Unroe","DET","2B,SS","12531","FA","29","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*041wk*","Armond Upshaw","WSH","2B","12533","FA","28","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04mdd*","Austin Upshaw","CHC","1B","12534","FA","28","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0001p*","Justin Upton","(N/A)","OF","12535","FA","37","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05u5c*","Francisco Urbaez","CIN","2B","12536","FA","27","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rjf*","Jose Urbina","ARI","C","12540","FA","18","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04qou*","Misael Urbina","MIN","OF","12542","FA","22","@STL Thu 1:15PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*06lwj*","Nestor Urbina","MIN","2B","12543","FA","17","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06akg*","Omar Urbina","BAL","C","12544","FA","19","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yrd*","Nomar Urdaneta","MIN","2B","12546","FA","24","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04kvx*","Ronaldo Urdaneta","HOU","2B","12547","FA","26","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066re*","Engelth Urena","NYY","1B","12548","FA","20","MIL Thu 12:05PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*02yn7*","Jose Carlos Urena","(N/A)","OF","12549","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02xil*","Richard Urena","(N/A)","SS","12550","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c3q*","Juan Uribe","CHW","2B","12556","FA","18","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hs2*","Cole Urman","BAL","C,1B","12557","FA","23","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04efd*","Conner Uselton","PIT","OF","12558","FA","26","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05o6z*","Levi Usher","KC","OF","12559","FA","24","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r1c*","Santiago Ustariz","CLE","1B","12560","FA","18","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0312o*","Pat Valaika","LAD","2B","12566","FA","32","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*063w1*","Javier Valdes","ATL","C","12567","FA","26","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04cmt*","Luis Valdes","DET","SS","12568","FA","36","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05126*","Yordys Valdes","CLE","2B,SS","12569","FA","23","@KC Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04vey*","Amin Valdez","LAD","SS","12572","FA","24","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qy0*","Argenis Valdez","BAL","OF","12573","FA","18","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0662n*","Derniche Valdez","CHC","2B","12576","FA","18","@ARI Thu 7:10PM","0","0%","-","6%","0","0","0","0","0","0","0","0","0"
"*04c0k*","Edinson Valdez","NYM","OF","12577","FA","26","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rbw*","Esmerlyn Valdez","PIT","1B,OF","12578","FA","21","@MIA Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*045ku*","Fernando Valdez","TEX","OF","12579","FA","26","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yat*","Freddy Valdez","(N/A)","OF","12580","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02jwb*","Ignacio Valdez","DET","OF","12582","FA","29","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05j8n*","Jesus Valdez","ARI","2B,3B","12583","FA","27","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06424*","Luis Valdez","BAL","2B","12587","FA","25","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rc2*","Malvin Valdez","CIN","OF","12588","FA","21","SF Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04byv*","Wander Valdez","MIN","3B","12590","FA","25","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05yie*","Anthuan Valencia","CIN","SS","12593","FA","20","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rkk*","Eduardo Valencia","DET","C","12594","FA","25","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066mr*","Esmil Valencia","HOU","OF","12595","FA","19","NYM Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
