"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","AB","H","R","HR","RBI","SB","OBP","SLG","GP"
"*05m6g*","Christian Cerda","ARI","C","3402","FA","22","CHC Thu 7:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06kvg*","Jose Cerice","KC","1B","3403","FA","19","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02hco*","Matthew Cerione","SEA","OF","3404","FA","37","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hwf*","Brady Cerkownyk","DET","C","3405","FA","22","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0622m*","Ryan Cermak","TB","OF","3406","FA","23","","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*05xox*","Logan Cerny","HOU","OF","3408","FA","25","NYM Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*06rgl*","Michael Cervantes","SD","SS","3411","FA","24","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qwx*","Gabriel Cesa","ATL","OF","3412","FA","18","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*044no*","Randy Cesar","HOU","3B","3414","FA","30","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06pie*","Ryan Cesarini","CLE","OF","3415","FA","22","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05iyl*","Cristopher Cespedes","(N/A)","OF","3416","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rio*","Ivan Cespedes","CHC","C","3418","FA","19","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03btw*","Ricardo Cespedes","NYM","OF","3419","FA","27","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06l48*","Rubel Cespedes","MIN","2B,3B","3420","FA","24","@STL Thu 1:15PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*066mn*","Yoeilin Cespedes","BOS","SS","3421","FA","19","@TEX Thu 1:05PM","0","0%","-","35%","0","0","0","0","0","0","0","0","0"
"*04axv*","Yoelkis Cespedes","CHW","OF","3422","FA","27","LAA Thu 1:10PM","0","0%","-","6%","0","0","0","0","0","0","0","0","0"
"*04azh*","Yorbin Ceuta","HOU","SS","3424","FA","25","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c3c*","Adan Chacon","(N/A)","1B","3429","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yj3*","Esney Chacon","DET","OF","3431","FA","24","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05gbh*","Juan Chacon","BOS","OF","3433","FA","22","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r4f*","Robinson Chacon","KC","OF","3435","FA","17","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066py*","Elizaul Chalas","CHC","2B","3438","FA","20","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rft*","Matt Chamberlain","(N/A)","OF","3442","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04q0q*","Chase Chambers","NYM","1B","3443","FA","29","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0518p*","Mack Chambers","STL","SS","3445","FA","25","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*039si*","Yu Chang","(N/A)","SS","3452","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*062dz*","Loidel Chapelli","CHW","2B","3453","FA","23","LAA Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*02hrc*","Art Charles","TOR","1B","3457","FA","34","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0647z*","Austin Charles","KC","3B,SS","3458","FA","21","CLE Thu 1:10PM","0","0%","-","11%","0","0","0","0","0","0","0","0","0"
"*06rqb*","Eddinson Charles","NYY","OF","3459","FA","17","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02ydm*","Henry Charles","SD","OF","3460","FA","31","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0669x*","Connor Charping","SEA","C","3462","FA","25","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qyo*","Chris Chatfield","SD","OF","3464","FA","28","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*041q0*","C.J. Chatham","(N/A)","SS","3465","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05gs2*","Parker Chavers","CHC","OF","3467","FA","26","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05r13*","Alberti Chavez","(N/A)","2B","3468","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04q4n*","Frainyer Chavez","TEX","2B,3B","3470","FA","25","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01sfe*","Johermyn Chavez","SEA","OF","3473","FA","36","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05r14*","Santiago Chavez","(N/A)","C","3476","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03d6t*","Michael Chavis","LAD","1B,2B,3B","3479","FA","29","DET Thu 4:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*025iv*","Chun-Hsiu Chen","(N/A)","1B","3480","FA","36","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02iuc*","Pin-Chieh Chen","CHC","OF","3481","FA","33","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ftv*","Sheng-Ping Chen","ARI","SS","3483","FA","24","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ay*","Griffin Cheney","TEX","SS","3485","FA","25","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04els*","Carl Chester","(N/A)","OF","3490","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*061o0*","Luis Chevalier","CIN","1B","3491","FA","23","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*021kq*","Chih-Hsien Chiang","BOS","SS","3493","FA","37","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02myk*","Justin Chigbogu","LAD","1B","3495","FA","30","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06o0z*","Frainner Chirinos","BAL","3B","3501","FA","18","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05uh8*","Jesus Chirinos","MIL","1B","3502","FA","23","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*064p1*","Kendry Chirinos","TOR","3B","3507","FA","20","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rhb*","Nixon Chirinos","MIA","C","3509","FA","19","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ml7*","Roberto Chirinos","NYY","SS","3510","FA","24","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04yl5*","Yhostin Chirinos","LAD","SS","3511","FA","24","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04eog*","Marcus Chiu","LAD","2B,3B","3513","FA","28","DET Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066ma*","Hendry Chivilli","MIN","SS","3514","FA","19","@STL Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05a2c*","Orlando Chivilli","PIT","3B","3515","FA","22","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05ygg*","Won-Bin Cho","STL","OF","3516","FA","21","MIN Thu 1:15PM","0","0%","-","7%","0","0","0","0","0","0","0","0","0"
"*06ekf*","B.Y. Choi","SD","SS","3519","FA","22","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*025jm*","Ji-Man Choi","(N/A)","1B","3521","FA","33","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05yeg*","Roch Cholowsky","(N/A)","SS","3522","FA","19","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*063dn*","Byron Chourio","MIN","OF","3523","FA","19","@STL Thu 1:15PM","0","0%","-","5%","0","0","0","0","0","0","0","0","0"
"*05yix*","Jaison Chourio","CLE","OF","3524","FA","19","@KC Thu 1:10PM","0","0%","-","57%","0","0","0","0","0","0","0","0","0"
"*06qi6*","Jakob Christian","SF","OF","3527","FA","22","@CIN Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*04237*","Shamoy Christopher","MIN","C","3529","FA","27","@STL Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*064n8*","Nathan Church","STL","OF","3531","FA","24","MIN Thu 1:15PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*041zu*","Anthony Churlin","ATH","OF","3533","FA","27","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06lwn*","Nathanael Cijntje","PHI","OF","3537","FA","18","@WSH Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066jm*","Nick Cimillo","PIT","1B","3538","FA","25","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ev4*","Jancarlos Cintron","(N/A)","2B,SS","3539","FA","30","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pu4*","Arbert Cipion","MIL","OF","3540","FA","24","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05nt0*","Alberto Ciprian","ARI","2B","3541","FA","22","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01uru*","Audy Ciriaco","DET","SS","3543","FA","37","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03bu1*","Juan Ciriaco","(N/A)","2B","3545","FA","34","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06q32*","Tytus Cissell","ARI","SS","3548","FA","18","CHC Thu 7:10PM","0","0%","-","7%","0","0","0","0","0","0","0","0","0"
"*059br*","Brendt Citta","PIT","OF","3550","FA","28","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03wko*","Gabe Clark","TOR","1B","3558","FA","30","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hnn*","Kellum Clark","NYM","OF","3559","FA","23","@HOU Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03qqa*","Ledarious Clark","(N/A)","OF","3560","FA","31","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rpe*","Levi Clark","(N/A)","C","3561","FA","18","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*065v8*","Logun Clark","CLE","C","3562","FA","21","@KC Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05rfv*","Wes Clarke","MIL","1B","3569","FA","25","@NYY Thu 12:05PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*0664h*","Nick Clarno","ATL","C","3571","FA","26","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060ft*","Bryce Clavon","(N/A)","SS","3574","FA","19","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06pha*","Cam Clayton","MIA","SS","3576","FA","22","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04i9p*","Hendrik Clementina","(N/A)","C","3580","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qpf*","Nolan Clifford","COL","3B","3584","FA","23","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qnw*","Patrick Clohisy","ATL","OF","3588","FA","23","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05150*","Jackson Cluff","WSH","2B,SS","3591","FA","28","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qlo*","Owen Cobb","NYY","SS","3592","FA","23","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*045kt*","Yeison Coca","BOS","SS","3595","FA","25","@TEX Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05u1x*","Cutter Coffey","TOR","3B,SS","3600","FA","20","BAL Thu 12:07PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*031cz*","Kasey Coffman","DET","OF","3602","FA","33","@LAD Thu 4:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066fa*","Spence Coffman","SD","SS","3603","FA","21","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dfp*","Branden Cogswell","ATH","SS","3604","FA","32","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ckm*","Abraham Cohen","BAL","OF","3605","FA","18","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02bx7*","Cavan Cohoes","SEA","SS","3609","FA","31","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*066db*","Zach Cole Jr.","HOU","UT","3611","FA","24","NYM Thu 1:10PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*05y99*","Deion Cole","(N/A)","SS","3613","FA","17","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04pqi*","Eric Cole","KC","OF","3614","FA","28","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*031da*","Kendall Coleman","NYY","OF","3620","FA","29","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hpy*","Mark Coley II","MIA","OF","3622","FA","24","PIT Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*060oy*","Jose Colina","COL","2B","3627","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060ox*","Oscar Colina","MIA","OF","3629","FA","21","PIT Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qjo*","Harold Coll","LAA","SS","3631","FA","23","@CHW Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*060ur*","Maick Collado","CLE","1B","3632","FA","22","@KC Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*066fo*","Ke'Shun Collier","CHC","OF","3637","FA","24","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051i2*","Manny Collier","CHC","OF","3638","FA","24","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*01sh9*","Zach Collier","(N/A)","OF","3640","FA","34","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*021l1*","Kyle Colligan","CHW","OF","3641","FA","37","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05jq6*","Corey Collins","NYM","1B","3644","FA","23","@HOU Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05ubz*","Darnel Collins","KC","1B","3645","FA","20","CLE Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*052rt*","Darryl Collins","(N/A)","OF","3646","FA","23","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*041xi*","Gavin Collins","STL","C","3647","FA","29","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05wdo*","Tyler Collins","ATL","OF","3649","FA","22","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0317f*","Malik Collymore","STL","2B,SS","3652","FA","29","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ftn*","Jose Colmenares","NYY","2B","3653","FA","22","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05j7n*","Carlos Colmenarez","TB","SS","3656","FA","21","","0","0%","-","9%","0","0","0","0","0","0","0","0","0"
"*066s1*","Rabel Colon","HOU","OF","3661","FA","21","NYM Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r1w*","Juan Colorado","SF","SS","3662","FA","18","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04b11*","Anderson Comas","CHW","OF","3664","FA","25","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04cmu*","Sanders Commings","ATL","OF","3669","FA","34","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06mhy*","Brandon Compton","(N/A)","OF","3670","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06gj4*","Drew Compton","ATL","1B","3671","FA","23","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06hfd*","Carlos Concepcion","SF","OF","3672","FA","19","@CIN Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03dh7*","Vince Conde","NYY","SS","3674","FA","31","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*02bqx*","Zach Cone","TEX","OF","3677","FA","35","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05j70*","Yerlin Confidan","CIN","OF","3678","FA","22","SF Thu 1:10PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*05uy3*","Cal Conley","ATL","2B,SS","3681","FA","25","@SD Thu 1:10PM","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*061tl*","Kashon Conliffe","SD","OF","3682","FA","19","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06gvf*","Cole Conn","ATH","C","3683","FA","23","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04elk*","Justin Connell","WSH","OF","3684","FA","26","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ho8*","Caden Connor","CHW","OF","3685","FA","24","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06pll*","Ethan Conrad","(N/A)","1B","3688","FA","20","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*04n1v*","Stanley Consuegra","(N/A)","OF","3690","FA","24","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*05xq6*","Gavin Conticello","ARI","OF","3692","FA","21","CHC Thu 7:10PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*06rjs*","Johan Contreras","NYY","C","3694","FA","19","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*061wf*","Jose Contreras","TB","OF","3695","FA","19","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ejt*","Mark Contreras","(N/A)","OF","3697","FA","30","","0","0%","-","1%","0","0","0","0","0","0","0","0","0"
"*0404o*","Mc Gregory Contreras","(N/A)","OF","3698","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*039vu*","Ronaldo Contreras","SD","OF","3699","FA","28","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05197*","Yan Contreras","CIN","SS","3700","FA","24","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03mlv*","Yondry Contreras","PIT","OF","3702","FA","27","@MIA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06nui*","Casey Cook","TEX","2B","3707","FA","22","BOS Thu 1:05PM","0","0%","-","2%","0","0","0","0","0","0","0","0","0"
"*05rdb*","Zac Cook","TOR","2B","3709","FA","26","BAL Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*04ejb*","Billy Cooke","SEA","OF","3710","FA","29","ATH Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06r3x*","Bjay Cooke","ATH","SS","3711","FA","21","@SEA Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0657w*","Everett Cooper III","WSH","SS","3715","FA","21","PHI Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*051a8*","Daniel Cope","COL","C","3718","FA","27","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*062zd*","Raino Coran","CHC","OF","3722","FA","22","@ARI Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*031d8*","Ryan Cordell","(N/A)","OF","3725","FA","32","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03mpw*","Andretty Cordero","TEX","3B","3727","FA","27","BOS Thu 1:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06c3u*","Carlos Cordero","ATL","SS","3728","FA","19","@SD Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06rqu*","Daris Cordero","(N/A)","3B","3729","W (Sat)","19","","0","-","-","-","0","0","0","0","0","0","0","0","0"
"*03131*","Jacob Cordero","ARI","2B,3B,SS","3731","FA","30","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05gtf*","Jose Cordero","SD","OF","3733","FA","21","ATL Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*03ytv*","Allen Cordoba","(N/A)","SS,OF","3963","FA","29","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06ahp*","Jose Cordoba","STL","OF","3737","FA","22","MIN Thu 1:15PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*052c2*","Jose Cordova","COL","C,1B","3738","FA","25","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qhg*","Maykel Coret","TB","OF","3739","FA","17","","0","0%","-","14%","0","0","0","0","0","0","0","0","0"
"*03ynq*","Kevin Cornelius","NYY","1B,3B","3743","FA","32","MIL Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06o0y*","Enmanuel Corniel","BAL","OF","3745","FA","18","@TOR Thu 12:07PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05u3s*","Juan Corniel","ARI","SS","3746","FA","22","CHC Thu 7:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06o0n*","Luis Corobo","MIL","C","3752","FA","17","@NYY Thu 12:05PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05zdd*","Daniel Corona","(N/A)","SS","3753","FA","21","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*06qkc*","Jorge Corona","CHW","C","3754","FA","24","LAA Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*05aid*","Kenedy Corona","HOU","OF","3755","FA","24","NYM Thu 1:10PM","0","0%","-","4%","0","0","0","0","0","0","0","0","0"
"*06r7n*","Deivid Coronil","SD","SS","3756","FA","17","ATL Thu 1:10PM","0","0%","-","3%","0","0","0","0","0","0","0","0","0"
"*05lut*","J.C. Correa","(N/A)","SS","3760","FA","26","","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
"*0637g*","Jesus Correa","CIN","SS","3761","FA","20","SF Thu 1:10PM","0","0%","-","0%","0","0","0","0","0","0","0","0","0"
